Label,Text,Standard text,Desc
Knowledge,Product design,Product design,Product design
Knowledge,Product development,Product development,Product development
Knowledge,Product development skills,Product development,Building Inclusivity
Knowledge,Product launch and post-launch management,Product management,Product management
Knowledge,Product management,Product management,"Create and manage a product roadmap, involving the ideating, planning, forecasting, marketing and management of a product or a suite of products throughout stages of its lifecycle, from its conceptualisation to market entrance and eventual phasing-out. This includes the creation of a new product idea or concept and definition of the product strategy based on a projection of its potential benefits to the customer as well as the review of product performance against milestones and targets set."
Knowledge,Product management skills,Product management,Product management
Knowledge,Product promotion,Product management,Product management
Knowledge,Production management,Product management,Product management
Knowledge,Productivity bonus,Product management,Product management
Knowledge,Project management,Product management,Product management
Knowledge,Product prototyping,Product prototyping,Product prototyping
Knowledge,Product Risk Analytics,Product Risk Analytics,"Utilise quantitative methods, stress testing approaches and risk modelling to support robust integrated risk management frameworks and methodologies for products"
Knowledge,Product Risk Assessment,Product Risk Assessment,Perform assessment of risks through understanding the product development lifecycle
Knowledge,Programming languages,Programming languages,Programming languages
Knowledge,Solid understanding of programming languages and frameworks,Programming languages,Solid understanding of programming languages and frameworks
Knowledge,Project coordination,Project coordination,Project coordination
Knowledge,Project design development skills,Project design development,Project design development skills
Knowledge,Project feasibility assessment,Project feasibility assessment,Assess the business environment and organisational capabilities to evaluate and determine the feasibility of a project
Knowledge,Cross-functional project management,Project management,Project management
Knowledge,Effective project management,Project management,Project management
Knowledge,Experience in project management in real estate construction companies or as an owner's representative,Project management,Project management
Knowledge,Human resources project management,Project management,Project management
Knowledge,In-depth knowledge of project planning techniques,Project management,In-depth knowledge of project planning techniques
Knowledge,Information security project management,Project management,Project management
Knowledge,Knowledge of Lean Manufacturing project management and continuous improvement tools,Project management,Project management
Knowledge,Minimum 3 years experience in project management roles for client software product applications,Project management,Project management
Knowledge,More than 5 years of experience in project management,Project management,Project management
Knowledge,Organization and project management skills,Project management,Project management
Knowledge,"Prioritization skills, process improvement and project management",Project management,Project management
Knowledge,Project management,Project management,"Perform planning, organisation, monitoring and control of all aspects of an IT programme and the strategic utilisation of resources to achieve the objectives within the agreed timelines, costs and performance expectations. In addition, the identification, coordination and management of project interdependencies, ensuring alignment with and achievement of business objectives"
Knowledge,Project management experience,Project management,Project management
Knowledge,Project management skills,Project management,Project management
Knowledge,Strong project management skills,Project management,Project management
Knowledge,"Definition of promotional campaigns, advertising contests and events",Promotional campaigns,"Definition of promotional campaigns, advertising contests and events"
Knowledge,Proof of Concept activities,Proof of Concept,Proof of Concept activities
Knowledge,Proof of Technology/Concepts (PoT/PoC's),Proof of Concept,Proof of Technology/Concepts (PoT/PoC's)
Knowledge,Proxy servers,Proxy servers,Proxy servers
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Pulse VPN,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",Python,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,Python,Python,Python
Knowledge,Python coding,Python,Python
Knowledge,Python experience,Python,Python experience
Knowledge,Python programming skills,Python,Python programming skills
Knowledge,QT,QT,Quality assurance tools
Knowledge,Quality assurance,Quality assurance,"Apply quality standards to review performance through the planning and conduct of quality assurance audits to ensure that quality expectations are upheld. This includes the analysis of quality audit results and setting of follow-up actions to improve or enhance the quality of products, services or processes"
Knowledge,Quality assurance skills,Quality assurance,Quality assurance skills
Knowledge,Software quality assurance,Quality assurance,Quality assurance
Knowledge,Advanced quality engineering skills,Quality engineering,Quality engineering
Knowledge,Familiarity with automation testing for quality engineering disciplines,Quality engineering,Quality engineering
Knowledge,Quality engineering,Quality engineering,"Create, deploy and maintain quality-related systems, processes and tools to establish an environment that supports process and product quality"
Knowledge,Knowledge of Quality Gates and automation for improving quality,Quality Gates,Knowledge of Quality Gates and automation for improving quality
Knowledge,Quality management skills,Quality management skills,Quality management skills
Knowledge,Knowledge of quality standards,Quality standards,Quality standards
Knowledge,Quality Standards,Quality Standards,"Develop, review and communicate a clear, quality expectations and standards within an organisation that are aligned to the company's values and business objectives. This encompasses the setting and implementation of quality expectations for IT products and services delivered to both internal or external clients"
Knowledge,Quality system,Quality standards,Quality standards
Knowledge,Quality Systems,Quality standards,Quality standards
Knowledge,Radio Frequency Engineering,Radio Frequency Engineering,"Design, deploy and maintain radio frequency infrastructure for IT systems and wireless communication networks"
Knowledge,"Containers (Docker, Rancher, AKS, EKS)",Rancher,"Containers (Docker, Rancher, AKS, EKS)"
Knowledge,Ransomware protection,Ransomware protection,Ransomware protection
Knowledge,React,React,React
Knowledge,React experience,React,React experience
Knowledge,React knowledge,React,React
Knowledge,ReactJS,React,ReactJS
Knowledge,Recruitment drive participation,Recruitment participation,Recruitment participation
Knowledge,Recruitment participation,Recruitment participation,Recruitment participation
Knowledge,Red teaming,Red teaming,Red teaming
Knowledge,Container technology knowledge (RedHat OpenShift and Kubernetes),RedHat OpenShift,Container technology knowledge (RedHat OpenShift and Kubernetes)
Knowledge,Redis,Redis,Redis
Knowledge,Reference data,Reference data,Reference data
Knowledge,Regional campaigns,Regional campaigns,Regional campaigns
Knowledge,Regulatory compliance,Regulatory compliance,Regulatory compliance
Knowledge,Relational Databases,Relational Databases,Relational Databases
Knowledge,Relational databases,Relational Databases,Relational Databases
Knowledge,Relational Databases (e.g,Relational Databases,Relational Databases
Knowledge,Reliability tests,Reliability tests,Reliability tests
Knowledge,Remediation strategies,Remediation strategies,Remediation strategies
Knowledge,Report generation,Report generation,Report generation
Knowledge,Reporting,Reporting,Reporting
Knowledge,Reporting and measurement,Reporting,Reporting
Knowledge,Research,Research,Research on a concept or idea to provide inputs for content development
Knowledge,Resource management,Resource management,Resource management
Knowledge,REST APIs,REST APIs,REST APIs
Knowledge,REST service administration skills,REST services,REST service administration skills
Knowledge,REST services,REST services,REST services
Knowledge,RESTX service administration skills,RESTX service,RESTX service administration skills
Knowledge,Risk analysis,Risk analysis,Risk analysis
Knowledge,Risk and Crisis Management,Risk and Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes"
Knowledge,Knowledge of risk assessment and management,Risk assessment,Knowledge of risk assessment and management
Knowledge,Risk & opportunity assessment,Risk Assessment,Risk Assessment
Knowledge,Risk assessment,Risk Assessment,Risk Assessment
Knowledge,Risk Compliance and Governance,Risk Compliance and Governance,"Enforce corporate governance and risk compliance within the organisation through the establishment of policies, compliance programmes and management systems"
Knowledge,Risk evaluation,Risk evaluation,Risk evaluation
Knowledge,Risk Management,Risk Management,Risk Management
Knowledge,Risk reduction,Risk reduction,Risk reduction
Knowledge,Routers,Routers,Routers
Knowledge,Routing,Routing,Routing
Knowledge,Rubrik/native options,Rubrik/native options,Rubrik/native options
Knowledge,Ruby on Rails,Ruby on Rails,Ruby on Rails
Knowledge,Ruby on Rails (versions 5 and/or 6),Ruby on Rails,Ruby on Rails (versions 5 and/or 6)
Knowledge,SaaS,SaaS,SaaS
Knowledge,SaaS products,SaaS,SaaS
Knowledge,SaaS platforms,SaaS platforms,SaaS platforms
Knowledge,SaaS systems experience,SaaS systems experience,SaaS systems experience
Knowledge,Sailpoint IdentityIQ expertise,Sailpoint IdentityIQ expertise,Sailpoint IdentityIQ expertise
Knowledge,Sales Channel Management,Sales Channel Management,"Develop and implement a strategy to manage the channels and channel partners through which IT products and/or services are sold. This also includes the assessment and selection of suitable channel partners, establishment and expansion of alliances with channel partners and maintenance of a committed network of distributors"
Knowledge,Extensive knowledge of sales strategies,Sales strategy,Sales strategy
Knowledge,Generation of sales strategies,Sales strategy,Sales strategy
Knowledge,Knowledge of sales strategies,Sales strategy,Sales strategy
Knowledge,Sales Strategy,Sales Strategy,"Develop a sales strategy, plan and targets, consider market potential, industry trends and various internal and external business factors as well as the evaluation and further refinement of the sales strategy"
Knowledge,SAP capabilities,SAP,SAP capabilities
Knowledge,Standard SAP configuration,SAP,Standard SAP configuration
Knowledge,Technical SAP skills,SAP,Technical SAP skills
Knowledge,Understanding Nissan GTOP CFP DCW SAP Internal Systems,SAP,Comprehension
Knowledge,SASS,SASS,SASS
Knowledge,SCADA security,SCADA,SCADA security
Knowledge,Scripting,Scripting,Scripting
Knowledge,Scripting knowledge,Scripting,Scripting knowledge
Knowledge,Scripting skills,Scripting,Scripting
Knowledge,SCRUM or Kanban experience,SCRUM,SCRUM or Kanban experience
Knowledge,Designing security controls,Security,Security
Knowledge,Security,Security,Security
Knowledge,Security alerts,Security,Security
Knowledge,Security best practices,Security,Security
Knowledge,Security concepts,Security,Security
Knowledge,Security controls,Security,Security
Knowledge,Security effectiveness evaluation,Security,Security
Knowledge,Security incidents,Security,Security
Knowledge,Security logs,Security,Security
Knowledge,Security Risks,Security,Security
Knowledge,Security services,Security,Security
Knowledge,Security solution scenarios,Security,Security
Knowledge,Security weaknesses,Security,Security
Knowledge,Strong security knowledge and expertise,Security,Strong security knowledge and expertise
Knowledge,Compliance with security standards,Security & compliance,Security & compliance
Knowledge,Security & compliance,Security & compliance,Security & compliance
Knowledge,Security compliance,Security & compliance,Security & compliance
Knowledge,Information security management experience,Security administration,Security administration
Knowledge,Information Systems security technology,Security administration,Security administration
Knowledge,Security administration,Security administration,"Administer, configure and update of security programmes and mechanisms, including the application of system patches to ensure that enterprise assets are adequately protected against threats. This also includes the authorisation, management and monitoring of access control permissions and/or rights to various IT facilities"
Knowledge,Security and technology certifications,Security and technology certifications,Security and technology certifications
Knowledge,Security architecture,Security architecture,"Design security architectures and controls; either embedding of security principles into the design of architectures to mitigate the risks posed by new technologies and business practices, or the actual design and specification of implementable security components, along with the accompanying control measures, to meet defined business security needs"
Knowledge,Security Assessment and Testing,Security Assessment and Testing,"Conduct threat modelling, vulnerability assessment and penetration testing to reveal vulnerabilities or lapses in the existing systems or security mechanisms and evaluate the extent to which systems are able to protect the organisation's data and maintain functionality as intended"
Knowledge,Security assessments,Security Assessment and Testing,Security Assessment and Testing
Knowledge,Security assessments and audits,Security Assessment and Testing,Security Assessment and Testing
Knowledge,Security awareness,Security awareness,Security awareness
Knowledge,Security awareness workshops,Security awareness,Security awareness
Knowledge,Security Education and Awareness,Security Education and Awareness,"Drive security education and awareness in an organisation by providing advice and guidance on potential risks, mitigation strategies and best practices. This includes development of communication strategies and training materials to ensure employee adoption and adherence to security policies and standards"
Knowledge,Perimeter security,Security Engineering,Security Engineering
Knowledge,Security Engineering,Security Engineering,Security Engineering
Knowledge,Security Governance,Security Governance,"Develop and disseminate corporate security policies, frameworks and guidelines to ensure that day-to-day business operations guard or are well protected against risks, threats and vulnerabilities"
Knowledge,Incident response,Security Incident Response,Security Incident Response
Knowledge,Incident response management,Security Incident Response,Security Incident Response
Knowledge,Security Incident Response,Security Incident Response,Security Incident Response
Knowledge,Security monitoring,Security monitoring,Security monitoring
Knowledge,Security practice implementation,Security practice implementation,Security practice implementation
Knowledge,Continuous improvement of security practices.,Security practices,Continuous improvement of security practices.
Knowledge,Understanding of security processes,Security processes,Understanding of security processes
Knowledge,Security management cycle,Security Programme Management,Security Programme Management
Knowledge,Security Programme Management,Security Programme Management,"Develop and manage security solutions, products and services through technology innovation, experimentation and collaboration. This includes security programme planning, developing and testing new security capabilities and implementing security technologies and programmes"
Knowledge,Information Security Strategy,Security Strategy,Security Strategy
Knowledge,Security Strategy,Security Strategy,"Establish the organisation's security vision, strategy and initiatives to ensure adequate protection of assets. This involves the planning, implementation and review of enterprise-wide security controls which includes policies, processes, physical infrastructure, software and hardware functions to govern and preserve the privacy, security and confidentiality of the organisation's information and assets"
Knowledge,Security Threats,Security Strategy,Security Strategy
Knowledge,Security technologies,Security technologies,Security technologies
Knowledge,Support for security technologies,Security technologies,Security technologies
Knowledge,Self-learning Systems,Self-learning Systems,Design and develop self-learning systems using reinforcement learning and evolutionary learning techniques
Knowledge,Semiconductor design knowledge,Semiconductor design knowledge,Semiconductor design knowledge
Knowledge,Server-side development,Server-side development,Server-side development
Knowledge,Server-side programming,Server-side programming,Server-side programming
Knowledge,Server-side technologies,Server-side technologies,Server-side technologies
Knowledge,Serverless compute,Serverless compute,Serverless compute
Knowledge,Serverless.com,Serverless.com,Serverless.com
Knowledge,Servers & storage,Servers & storage,Servers & storage
Knowledge,Service Broker servers,Service Broker servers,Service Broker servers
Knowledge,Service Level Management,Service Level Management,"Plan, monitor and manage service provisions for the achievement of agreed service level targets"
Knowledge,SIEM,SIEM,SIEM
Knowledge,SIEM tools,SIEM,SIEM tools
Knowledge,SIEM utilization,SIEM,SIEM
Knowledge,Single page app design,Single Page Application,Single Page Application
Knowledge,Single Page Application,Single Page Application,Single Page Application
Knowledge,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)",Sketch,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)"
Knowledge,Sketch,Sketch,Sketch
Knowledge,SOC1,SOC1,SOC1
Knowledge,SOC2,SOC2,SOC2
Knowledge,Social media marketing,Social media marketing,Social media marketing
Knowledge,"Knowledge of software applications, operating systems, and hardware components",Software applications,"Knowledge of software applications, operating systems, and hardware components"
Knowledge,Software architecture best practices knowledge,Software architecture,Software architecture best practices knowledge
Knowledge,Software architecture skills,Software architecture,Software architecture skills
Knowledge,Installation and configuration of software and hardware,Software configuration,Software configuration
Knowledge,Software configuration,Software configuration,"Configure software products and apply scripts and automation tools to integrate and deploy software releases to various platforms and operating environments. This includes subsequent modifications to software configuration, based on outcomes of systems and/or configuration tests"
Knowledge,Software design,Software design,"Create and refine the overall plan for the design of software, including the design of functional specifications starting from the defined business requirements as well as the consideration and incorporation of various controls, functionality and interoperability of different elements into a design blueprint or model which describes the overall architecture in hardware, software, databases, and third party frameworks that the software will use or interact with"
Knowledge,Software design knowledge,Software design,Software design
Knowledge,Software development,Software development,Software development
Knowledge,Software development experience,Software development,Software development
Knowledge,Software development planning skills,Software development,Software development planning skills
Knowledge,System development,Software development,Software development
Knowledge,Software development life cycle,Software development life cycle,Software development life cycle
Knowledge,Software development lifecycle,Software development lifecycle,Software development lifecycle
Knowledge,Software Engineering,Software Engineering,Software Engineering
Knowledge,Software engineering,Software engineering,Software engineering
Knowledge,Software testing,Software testing,"Assess and test the overall effectiveness and performance of an application, involving the setting up of suitable testing conditions, definition of test cases and/or technical criteria"
Knowledge,Architectural consultation,Solution architecture,Solution architecture
Knowledge,Solution architecture,Solution architecture,"Design or refine a solution blueprint or structure to guide the development of IT solutions in hardware, software, processes or related components, to meet current and future business needs. The solution architecture developed may lead to broad or specific changes to IT services, operating models and processes, and should provide a framework to guide the development and modification of solutions"
Knowledge,Solution design,Solution design,Solution design
Knowledge,SPA experience,SPA experience,SPA experience
Knowledge,Spring Boot,Spring Boot,Spring Boot
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",SQL,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)",SQL,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)"
Knowledge,Expert SQL knowledge,SQL,SQL
Knowledge,SQL,SQL,SQL
Knowledge,"MySQL, PostgreSQL, Oracle, SQL Server proficiency",SQL Server,"MySQL, PostgreSQL, Oracle, SQL Server proficiency"
Knowledge,Oracle and SQL Server systems,SQL Server,Oracle and SQL Server systems
Knowledge,SQL Server,SQL Server,SQL Server
Knowledge,SQL writing,SQL writing,SQL writing
Knowledge,SQL Writing,SQL writing,SQL writing
Knowledge,SSRS,SSRS,SSRS
Knowledge,IT and business stakeholder management,Stakeholder Management,Stakeholder Management
Knowledge,Stakeholder Management,Stakeholder Management,"Manage stakeholder expectations and needs by aligning those with requirements and objectives of the organisation. This involves planning of actions to effectively communicate with, negotiate with and influence stakeholders"
Knowledge,Stakeholder management,Stakeholder Management,Stakeholder Management
Knowledge,Startup experience,Startup experience,Startup experience
Knowledge,State diagrams and transitions,State diagrams and transitions,State diagrams and transitions
Knowledge,Storage,Storage,Storage
Knowledge,Stored procedures,Stored procedures,Stored procedures
Knowledge,STP,STP,STP
Knowledge,Strategic planning,Strategic planning,Strategic planning
Knowledge,Strategy development,Strategy development,Strategy development
Knowledge,Implementation plans,Strategy Implementation,Strategy Implementation
Knowledge,Strategy Implementation,Strategy Implementation,Execute and implement operational and tactical-level action plans in alignment with the organisation's business strategies
Knowledge,Strategy planning,Strategy planning,Develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders
Knowledge,Partner supplier management,Supplier management,Supplier management
Knowledge,Supplier management,Supplier management,Supplier management
Knowledge,Vendor and supplier management,Supplier management,Supplier management
Knowledge,Deep understanding of supply chain functions,Supply chain functions,Comprehension
Knowledge,Sustainability management,Sustainability management,"Plan, develop and roll out of an organisation-wide sustainability strategy. This includes the assessment of the organisation's utilisation and/or consumption of energy and other resources, vis-a-vis the availability and stability of supply sources and external best practices and standards in sustainability. This also includes the on-going monitoring and tracking of energy and/or resource-consumption over time, to identify impact on the organisation's internal and external environment as well as potential improvements in energy- or resourceefficiency."
Knowledge,Swift programming,Swift,Swift programming
Knowledge,Switches,Switches,Switches
Knowledge,System architecture,System architecture,System architecture
Knowledge,System configuration review,System configuration review,System configuration review
Knowledge,System integration,System integration,"Develop and implement a roadmap and specific integration solutions to facilitate integration of various ICT components and optimise inter-operability of systems and their interfaces. This includes the integration of various architectural components such as networks, servers, system platforms and their interfaces"
Knowledge,Systems,Systems,Systems
Knowledge,Systems administration,Systems administration,Systems administration
Knowledge,Systems architecture,Systems architecture,Systems architecture
Knowledge,Systems design,Systems design,"Design systems to meet specified business and user requirements that are compatible with established system architectures, as well as organisational and performance standards"
Knowledge,Systems development methods,Systems development methods,Systems development methods
Knowledge,Systems protection,Systems protection,Systems protection
Knowledge,Systems thinking,Systems thinking,"Understand complexity of cause-and-effect relationships of systems and processes across the organisation, as well as evaluate systems based on the value-creation and contribution to specific issues"
Knowledge,Tableau familiarity,Tableau,Tableau familiarity
Knowledge,Talent acquisition,Talent acquisition,Talent acquisition
Knowledge,Tax Business proficiency,Tax Business proficiency,Tax Business proficiency
Knowledge,Technical documentation,Technical documentation,Technical documentation
Knowledge,Technical know-how,Technical know-how,Technical know-how
Knowledge,Technical knowledge,Technical know-how,Technical know-how
Knowledge,Technical process knowledge,Technical process knowledge,Technical process knowledge
Knowledge,Knowledge of sales techniques,Technical sales support,Technical sales support
Knowledge,Sales techniques,Technical sales support,Technical sales support
Knowledge,Technical Sales Support,Technical Sales Support,"Develop preliminary technical solutions, proposal or initial prototypes to address customers' needs. This includes analysis and diagnosis of customers' technical requirements, design of proof of concept, and delivery of product demonstrations and/or customisation samples as part of broader end-to-end solution to customers"
Knowledge,Technical specifications,Technical specifications,Technical specifications
Knowledge,Technical standards,Technical standards,Technical standards
Knowledge,New technology recommendation,Technology improvement identification,Technology improvement identification
Knowledge,Technology improvement identification,Technology improvement identification,Technology improvement identification
Knowledge,Technology refresh planning,Technology refresh planning,Technology refresh planning
Knowledge,Technology standards,Technology standards,Technology standards
Knowledge,Telco software development,Telco software development,Telco software development
Knowledge,Telecom industry knowledge,Telecom industry knowledge,Telecom industry knowledge
Knowledge,Experience in Terraform,Terraform,Experience in Terraform
Knowledge,Terraform,Terraform,Terraform
Knowledge,Test planning,Test planning,"Develop a test strategy and systematic test procedures to verify and ensure that a product, system or technical solution meets its design specifications as well as the performance, load and volume levels set out. This includes the ability to define when different requirements will be verified across the product life stages, the tools used to perform the test, the data and/or resources needed to conduct the tests and testware in test cases, test scripts, test reports and test plans required"
Knowledge,Test scenario creation,Test scenario creation,Test scenario creation
Knowledge,Test-driven development,Test-driven development,Test-driven development
Knowledge,Testability,Testability,Testability
Knowledge,Testing,Testing,Testing
Knowledge,Testing and validation,Testing,Testing
Knowledge,Text Analytics and Processing,Text Analytics and Processing,"Identify, extract and analyse text data using text analytics solutions to discover themes, patterns and trends"
Knowledge,Third-party platform evaluation,Third-party platform evaluation,Third-party platform evaluation
Knowledge,Threat analysis,Threat Analysis and Defence,Threat Analysis and Defence
Knowledge,Threat Analysis and Defence,Threat Analysis and Defence,"Enable and conduct analysis of malicious threats, to examine their characteristics, behaviours, capabilities, intent and interactions with the environment as well as the development of defence and mitigation strategies and techniques to effectively combat such threats"
Knowledge,Intrusion detection and prevention systems,Threat Intelligence and Detection,Threat Intelligence and Detection
Knowledge,Threat Intelligence and Detection,Threat Intelligence and Detection,"Monitor intelligence-gathering and anticipate potential threats to an ICT system proactively. This involves the pre-emptive analysis of potential perpetrators, anomalous activities and evidence-based knowledge and inferences on perpetrators' motivations and tactics"
Knowledge,Threat management,Threat management,Threat management
Knowledge,Training and awareness,Training and awareness,Training and awareness
Knowledge,Training identification,Training identification,Training identification
Knowledge,Translating business requirements to technical specifications,Translating business requirements to technical specifications,Translating business requirements to technical specifications
Knowledge,Translation of technical concepts to non-technical stakeholders,Translation of technical concepts to non-technical stakeholders,Translation of technical concepts to non-technical stakeholders
Knowledge,Troubleshooting/repair,Troubleshooting/repair,Troubleshooting/repair
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",Typescript,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)",Typescript,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)"
Knowledge,TypeScript,TypeScript,TypeScript
Knowledge,Typescript,TypeScript,TypeScript
Knowledge,Knowledge of user interface design,UI Design,UI Design
Knowledge,UI design,UI design,UI design
Knowledge,UI testing,UI testing,UI testing
Knowledge,UML,UML,UML
Knowledge,Unit testing,Unit testing,Unit testing
Knowledge,Upgrade strategies,Upgrade strategies,Upgrade strategies
Knowledge,Usability testing,Usability testing,Usability testing
Knowledge,User experience (UX),User experience design,User experience (UX)
Knowledge,User Experience (UX) Design,User experience design,User Experience (UX) Design
Knowledge,User experience design,User experience design,"Conceptualise, project and make enhancement of the user's interaction and engagement with an IT product and/or service based on a robust analysis and understanding of the product and/or service's performance vis-a-vis the user's desired experience and outcomes. This involves creating wire frames to adequately guide and inform subsequent planning and development processes, and making enhancements to optimise the user's experience of the product and/or service"
Knowledge,User experience design.,User experience design,User experience design.
Knowledge,User interface (UI),User experience design,User interface (UI)
Knowledge,UX design,User experience design,UX design
Knowledge,User interface design,User interface design,"Design user interfaces for machines and software, incorporating visual, technical and functional elements that facilitate ease of access, understanding and usage. This would involve adding, removing, modifying or enhancing elements to make the user's interaction with the product as seamless as possible"
Knowledge,User Interface Design,User interface design,User Interface Design
Knowledge,User interface development,User interface development,User interface development
Knowledge,User Testing and Usability Testing,User Testing and Usability Testing,"Conduct and manage user tests to validate the feasibility of design, evaluate its functionality and ease of use as part of a user-centred design process"
Knowledge,User-centered design,User-centered design,User-centered design
Knowledge,User-centered design principles,User-centered design,User-centered design principles
Knowledge,Vagrant,Vagrant,Vagrant
Knowledge,Vendor management,Vendor management,"Manage vendor relationships by ensuring performance as per contracts, operations within standards established by the organisation such as adherence to safety, security, and compliance standards"
Knowledge,Source/version control,Version control,"Version control (Git, Bitbucket)"
Knowledge,Virtualization,Virtualization,Virtualization
Knowledge,Virtualization planning,Virtualization,Virtualization
Knowledge,Visio,Visio,Visio
Knowledge,Visual design,Visual design,Visual design
Knowledge,VMware,VMware,VMware
Knowledge,Vormetric,Vormetric,Vormetric
Knowledge,VPN,VPN,VPN
Knowledge,VTP,VTP,VTP
Knowledge,Knowledge of vulnerability assessment tools,Vulnerability Management,Vulnerability Management
Knowledge,Knowledge of vulnerability management processes,Vulnerability Management,Vulnerability Management
Knowledge,Security Vulnerabilities,Vulnerability Management,Vulnerability Management
Knowledge,Vulnerability assessment,Vulnerability Management,Vulnerability Management
Knowledge,Vulnerability Management,Vulnerability Management,Vulnerability Management
Knowledge,Vulnerability management,Vulnerability Management,Vulnerability Management
Knowledge,WAF,WAF,WAF
Knowledge,"WAN (QoS, routing)","WAN (QoS, routing)","WAN (QoS, routing)"
Knowledge,WAN Optimization,WAN Optimization,WAN Optimization
Knowledge,LAN/WAN/Security design,WAN Security design,LAN/WAN/Security design
Knowledge,WCF,WCF,WCF
Knowledge,Web applications,Web applications,Web applications
Knowledge,Web Design,Web design,Web Design
Knowledge,Web design,Web design,Web design
Knowledge,Web services,Web services,Web services
Knowledge,Web-based applications,Web-based applications,Web-based applications
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,Welding,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,WinCC,WinCC,WinCC
Knowledge,WLAN (wireless),WLAN (wireless),WLAN (wireless)
Knowledge,WordPress,WordPress,WordPress
Knowledge,Workflow management skills,Workflow management skills,Workflow management skills
Knowledge,Workforce management knowledge.,Workforce management knowledge.,Workforce management knowledge.
Knowledge,WPF,WPF,WPF
Knowledge,XML,XML,XML
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,Yaskawa robots,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Zayo MAN,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Knowledge,Zscaler,Zscaler,Zscaler
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Zscaler ZIA GRE,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Other,5-8 years of relevant work experience,5-8 years of relevant work experience,5-8 years of relevant work experience
Other,"AAA (ACS, ISE)","AAA (ACS, ISE)","AAA (ACS, ISE)"
Other,Abilities,Abilities,Abilities
Other,Ability to bring one's whole self to work,Ability to bring one's whole self to work,Ability to bring one's whole self to work
Other,Ability to drive vulnerability remediation,Ability to drive vulnerability remediation,Ability to drive vulnerability remediation
Other,Ability to maintain one's best self,Ability to maintain one's best self,Ability to maintain one's best self
Other,Ability to prioritize and triage vulnerabilities,Ability to prioritize and triage vulnerabilities,Ability to prioritize and triage vulnerabilities
Other,Ability to work with AZ business areas and suppliers,Ability to work with AZ business areas and suppliers,Ability to work with AZ business areas and suppliers
Other,Access to cutting-edge cybersecurity tools and technologies,Access to cutting-edge cybersecurity tools and technologies,Access to cutting-edge cybersecurity tools and technologies
Other,Accessibility (W3C and WCAG 2.1 AA),Accessibility (W3C and WCAG 2.1 AA),Accessibility (W3C and WCAG 2.1 AA)
Other,Accommodation,Accommodation,Accommodation
Other,Accuracy checking and confirmation of work performed,Accuracy checking and confirmation of work performed,Accuracy checking and confirmation of work performed
Other,ACLs,ACLs,ACLs
